#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Error|Error
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na, wie läufts bei dir?
1-1	0-3	Na,	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[33]	Int[33]	*[171]	*[171]	*[171]	wh\_4[171]	wh\_question[171]	openq[171]	*[301]	female[301]	*[301]	speaker:Emilia[431]	_	_	QAP	*	2-1[34_33]	
1-2	4-7	wie	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[33]	Int[33]	*[171]	*[171]	*[171]	wh\_4[171]	wh\_question[171]	openq[171]	*[301]	female[301]	*[301]	speaker:Emilia[431]	_	_	_	_	_	
1-3	8-14	läufts	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[33]	Int[33]	*[171]	*[171]	*[171]	wh\_4[171]	wh\_question[171]	openq[171]	*[301]	female[301]	*[301]	speaker:Emilia[431]	_	_	_	_	_	
1-4	15-18	bei	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[33]	Int[33]	*[171]	*[171]	*[171]	wh\_4[171]	wh\_question[171]	openq[171]	*[301]	female[301]	*[301]	speaker:Emilia[431]	_	_	_	_	_	
1-5	19-23	dir?	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	2	*	*	*	singular	false[33]	Int[33]	*[171]	*[171]	*[171]	wh\_4[171]	wh\_question[171]	openq[171]	*[301]	female[301]	*[301]	speaker:Emilia[431]	*->16-1	PerPron[16]	_	_	_	

#Text=Stephan ist in einen Nagel getreten
2-1	25-32	Stephan	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	*->57-1	PropNm[57]	elaboration|explanation|CR	*|*|*	4-1[35_34]|5-1[36_34]|3-1[0_34]	
2-2	33-36	ist	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	_	_	_	_	_	
2-3	37-39	in	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	_	_	_	_	_	
2-4	40-45	einen	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	*->94-1	IndefNP[94]	_	_	_	
2-5	46-51	Nagel	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	*->94-1	IndefNP[94]	_	_	_	
2-6	52-60	getreten	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false[34]	Decl[34]	*[172]	treten[172]	intransitive[172]	*[172]	*[172]	item0[172]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[432]	_	_	_	_	_	

#Text=Häh?
3-1	62-66	Häh?	_	GFailure[3]	treten\_set1\_18[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-treten\_set1\_18[3]	_	_	_	_	_	false	NA	haeh\_question\_1	*	*	*	*	feedback	*	female	*	speaker:Emilia	_	_	_	_	_	

#Text=Auf der Baustelle.
