#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Error|Error
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Hallo, wie geht's?
1-1	0-6	Hallo,	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[89]	Int[89]	*[225]	*[225]	*[225]	wh\_2[225]	wh\_question[225]	openq[225]	*[355]	male[355]	*[355]	speaker:Tom[485]	_	_	QAP	*	2-1[90_89]	
1-2	7-10	wie	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[89]	Int[89]	*[225]	*[225]	*[225]	wh\_2[225]	wh\_question[225]	openq[225]	*[355]	male[355]	*[355]	speaker:Tom[485]	_	_	_	_	_	
1-3	11-18	geht's?	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[89]	Int[89]	*[225]	*[225]	*[225]	wh\_2[225]	wh\_question[225]	openq[225]	*[355]	male[355]	*[355]	speaker:Tom[485]	_	_	_	_	_	

#Text=Ariana hat ein Regal gebaut
2-1	20-26	Ariana	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	*	*	Subj	*	*	false[90]	Decl[90]	*[226]	bauen[226]	transitive[226]	*[226]	*[226]	item0[226]	35[356]	female[356]	2k56uavscuainedj0q9i1sb693[356]	speaker: YOU[486]	*->56-1	PropNm[56]	explanation|elaboration|CR	*|*|*	4-1[92_90]|5-1[93_90]|3-1[91_90]	
2-2	27-30	hat	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[90]	Decl[90]	*[226]	bauen[226]	transitive[226]	*[226]	*[226]	item0[226]	35[356]	female[356]	2k56uavscuainedj0q9i1sb693[356]	speaker: YOU[486]	*->75-1	clause[75]	_	_	_	
2-3	31-34	ein	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	*[33]	*[33]	object[33]	*[33]	*[33]	false[90]	Decl[90]	*[226]	bauen[226]	transitive[226]	*[226]	*[226]	item0[226]	35[356]	female[356]	2k56uavscuainedj0q9i1sb693[356]	speaker: YOU[486]	*->75-1|*->37-1	clause[75]|IndefNP[37]	_	_	_	
2-4	35-40	Regal	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	*[33]	*[33]	object[33]	*[33]	*[33]	false[90]	Decl[90]	*[226]	bauen[226]	transitive[226]	*[226]	*[226]	item0[226]	35[356]	female[356]	2k56uavscuainedj0q9i1sb693[356]	speaker: YOU[486]	*->75-1|*->37-1	clause[75]|IndefNP[37]	_	_	_	
2-5	41-47	gebaut	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[90]	Decl[90]	*[226]	bauen[226]	transitive[226]	*[226]	*[226]	item0[226]	35[356]	female[356]	2k56uavscuainedj0q9i1sb693[356]	speaker: YOU[486]	*->75-1	clause[75]	_	_	_	

#Text=Wie bitte?
3-1	49-52	Wie	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[91]	NA[91]	wie-bitte\_question\_2[227]	*[227]	*[227]	*[227]	*[227]	feedback[227]	*[357]	male[357]	*[357]	speaker:Tom[487]	_	_	_	_	_	
3-2	53-59	bitte?	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[91]	NA[91]	wie-bitte\_question\_2[227]	*[227]	*[227]	*[227]	*[227]	feedback[227]	*[357]	male[357]	*[357]	speaker:Tom[487]	_	_	_	_	_	

#Text=Für ihr Zimmer.
4-1	61-64	Für	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[92]	NA[92]	*[228]	*[228]	*[228]	*[228]	*[228]	input1[228]	35[358]	female[358]	2k56uavscuainedj0q9i1sb693[358]	speaker: YOU[488]	_	_	_	_	_	
4-2	65-68	ihr	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	*[34]|3[35]	*[34]|*[35]	PrepObj[34]|*[35]	*[34]|*[35]	*[34]|singular[35]	false[92]	NA[92]	*[228]	*[228]	*[228]	*[228]	*[228]	input1[228]	35[358]	female[358]	2k56uavscuainedj0q9i1sb693[358]	speaker: YOU[488]	*->11-1|*->56-2	DefNP[11]|PossePron[56]	_	_	_	
4-3	69-76	Zimmer.	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	*[34]	*[34]	PrepObj[34]	*[34]	*[34]	false[92]	NA[92]	*[228]	*[228]	*[228]	*[228]	*[228]	input1[228]	35[358]	female[358]	2k56uavscuainedj0q9i1sb693[358]	speaker: YOU[488]	*->11-1	DefNP[11]	_	_	_	

#Text=Haben den ganzen Sonntag damit zugebracht.
5-1	78-83	Haben	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	1	*	*	*	plural	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	*->90-1	zero[90]	_	_	_	
5-2	84-87	den	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	*->82-1	DefNP[82]	_	_	_	
5-3	88-94	ganzen	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	*->82-1	DefNP[82]	_	_	_	
5-4	95-102	Sonntag	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	*->82-1	DefNP[82]	_	_	_	
5-5	103-108	damit	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	*->75-2	D-Pron[75]	_	_	_	
5-6	109-120	zugebracht.	_	GFailure[3]	bauen\_set1\_12[3]	latin1[3]	2k56uavscuainedj0q9i1sb693-bauen\_set1\_12[3]	_	_	_	_	_	false[93]	Decl[93]	*[229]	*[229]	*[229]	*[229]	*[229]	input2[229]	35[359]	female[359]	2k56uavscuainedj0q9i1sb693[359]	speaker: YOU[489]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
