#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Wie gehts dir?
1-1	0-3	Wie	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[53]	Int[53]	*[179]	*[179]	*[179]	wh\_3[179]	wh\_question[179]	openq[179]	*[299]	female[299]	*[299]	speaker:Ella[419]	_	_	QAP	*	2-1[54_53]	
1-2	4-9	gehts	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[53]	Int[53]	*[179]	*[179]	*[179]	wh\_3[179]	wh\_question[179]	openq[179]	*[299]	female[299]	*[299]	speaker:Ella[419]	_	_	_	_	_	
1-3	10-14	dir?	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	2	*	*	*	singular	false[53]	Int[53]	*[179]	*[179]	*[179]	wh\_3[179]	wh\_question[179]	openq[179]	*[299]	female[299]	*[299]	speaker:Ella[419]	*->59-1	PerPron[59]	_	_	_	

#Text=Theodor hat lange gepaddelt
2-1	16-23	Theodor	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	*	*	Subj	*	*	false[54]	Decl[54]	*[180]	paddeln[180]	intransitive[180]	*[180]	*[180]	item0[180]	35[300]	female[300]	2k56uavscuainedj0q9i1sb693[300]	speaker: YOU[420]	*->8-1|*->71-1	clause[8]|PropNm[71]	elaboration|elaboration|CR	*|*|*	4-1[55_54]|5-1[56_54]|3-1[0_54]	
2-2	24-27	hat	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[54]	Decl[54]	*[180]	paddeln[180]	intransitive[180]	*[180]	*[180]	item0[180]	35[300]	female[300]	2k56uavscuainedj0q9i1sb693[300]	speaker: YOU[420]	*->8-1	clause[8]	_	_	_	
2-3	28-33	lange	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[54]	Decl[54]	*[180]	paddeln[180]	intransitive[180]	*[180]	*[180]	item0[180]	35[300]	female[300]	2k56uavscuainedj0q9i1sb693[300]	speaker: YOU[420]	*->8-1	clause[8]	_	_	_	
2-4	34-43	gepaddelt	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[54]	Decl[54]	*[180]	paddeln[180]	intransitive[180]	*[180]	*[180]	item0[180]	35[300]	female[300]	2k56uavscuainedj0q9i1sb693[300]	speaker: YOU[420]	*->8-1	clause[8]	_	_	_	

#Text=Was?
3-1	45-49	Was?	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	female	*	speaker:Ella	_	_	_	_	_	

#Text=Mit dem Kanu.
4-1	51-54	Mit	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[55]	NA[55]	*[181]	*[181]	*[181]	*[181]	*[181]	input1[181]	35[301]	female[301]	2k56uavscuainedj0q9i1sb693[301]	speaker: YOU[421]	_	_	_	_	_	
4-2	55-58	dem	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	*[31]	*[31]	PrepObj[31]	*[31]	*[31]	false[55]	NA[55]	*[181]	*[181]	*[181]	*[181]	*[181]	input1[181]	35[301]	female[301]	2k56uavscuainedj0q9i1sb693[301]	speaker: YOU[421]	*->23-1	DefNP[23]	_	_	_	
4-3	59-64	Kanu.	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	*[31]	*[31]	PrepObj[31]	*[31]	*[31]	false[55]	NA[55]	*[181]	*[181]	*[181]	*[181]	*[181]	input1[181]	35[301]	female[301]	2k56uavscuainedj0q9i1sb693[301]	speaker: YOU[421]	*->23-1	DefNP[23]	_	_	_	

#Text=Hat ihm Spaß gemacht.
5-1	66-69	Hat	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	3	*	*	*	singular	false[56]	Decl[56]	*[182]	*[182]	*[182]	*[182]	*[182]	input2[182]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[422]	*->8-2	zero[8]	_	_	_	
5-2	70-73	ihm	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	3	*	DirObj	*	singular	false[56]	Decl[56]	*[182]	*[182]	*[182]	*[182]	*[182]	input2[182]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[422]	*->71-2	PerPron[71]	_	_	_	
5-3	74-78	Spaß	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[56]	Decl[56]	*[182]	*[182]	*[182]	*[182]	*[182]	input2[182]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[422]	*->49-1	IndefNP[49]	_	_	_	
5-4	79-87	gemacht.	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	false[56]	Decl[56]	*[182]	*[182]	*[182]	*[182]	*[182]	input2[182]	35[302]	female[302]	2k56uavscuainedj0q9i1sb693[302]	speaker: YOU[422]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
6-1	89-104	END_OF_DOCUMENT	GFailure[1]	paddeln\_set1\_17[1]	latin1[1]	2k56uavscuainedj0q9i1sb693-paddeln\_set1\_17[1]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Wie gehts dir?
7-1	106-109	Wie	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[57]	Int[57]	*[183]	*[183]	*[183]	wh\_3[183]	wh\_question[183]	openq[183]	*[303]	female[303]	*[303]	speaker:Ella[423]	_	_	QAP	*	8-1[58_57]	
7-2	110-115	gehts	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[57]	Int[57]	*[183]	*[183]	*[183]	wh\_3[183]	wh\_question[183]	openq[183]	*[303]	female[303]	*[303]	speaker:Ella[423]	_	_	_	_	_	
7-3	116-120	dir?	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	2	*	*	*	singular	false[57]	Int[57]	*[183]	*[183]	*[183]	wh\_3[183]	wh\_question[183]	openq[183]	*[303]	female[303]	*[303]	speaker:Ella[423]	*->106-1	PerPron[106]	_	_	_	

#Text=Theodor hat lange gepaddelt
8-1	122-129	Theodor	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	*	*	Subj	*	*	false[58]	Decl[58]	*[184]	paddeln[184]	intransitive[184]	*[184]	*[184]	item0[184]	46[304]	male[304]	7bq5ecc5fndmatjvd44havavdp[304]	speaker: YOU[424]	*->96-1	PropNm[96]	elaboration|elaboration|CR	*|*|*	10-1[59_58]|11-1[60_58]|9-1[0_58]	
8-2	130-133	hat	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[58]	Decl[58]	*[184]	paddeln[184]	intransitive[184]	*[184]	*[184]	item0[184]	46[304]	male[304]	7bq5ecc5fndmatjvd44havavdp[304]	speaker: YOU[424]	_	_	_	_	_	
8-3	134-139	lange	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[58]	Decl[58]	*[184]	paddeln[184]	intransitive[184]	*[184]	*[184]	item0[184]	46[304]	male[304]	7bq5ecc5fndmatjvd44havavdp[304]	speaker: YOU[424]	_	_	_	_	_	
8-4	140-149	gepaddelt	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[58]	Decl[58]	*[184]	paddeln[184]	intransitive[184]	*[184]	*[184]	item0[184]	46[304]	male[304]	7bq5ecc5fndmatjvd44havavdp[304]	speaker: YOU[424]	_	_	_	_	_	

#Text=Was?
9-1	151-155	Was?	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	female	*	speaker:Ella	_	_	_	_	_	

#Text=Gestern auf dem See
10-1	157-164	Gestern	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[59]	NA[59]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	46[305]	male[305]	7bq5ecc5fndmatjvd44havavdp[305]	speaker: YOU[425]	_	_	_	_	_	
10-2	165-168	auf	GFailure[2]	paddeln\_set1\_17[2]	latin1[2]	7bq5ecc5fndmatjvd44havavdp-paddeln\_set1\_17[2]	_	_	_	_	_	false[59]	NA[59]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	46[305]	male[305]	7bq5ecc5fndmatjvd44havavdp[305]	speaker: YOU[425]	_	_	_	_	_	
